tagh,gin,shintip,norakaruyc,verelak,senyak,sanhanguyc,makeres,patshgamb,veranorogum,tan_hark,shenqi_hark
Nor Norq,77000,monolit,1,1,3,1,87,1,good_cond,8,13
Nor Norq,53000,kasetayin,0,0,3,1,65,1,bad_cond,1,5
Nor Norq,41000,qare,0,0,1,1,50,0,good_cond,5,5
Nor Norq,44000,panelayin,0,1,2,1,70,0,norm_cond,15,16
Nor Norq,60000,qare,0,0,2,1,64,1,good_cond,1,5
Nor Norq,59000,panelayin,0,0,3,1,72,0,bad_cond,2,5
Nor Norq,56000,panelayin,0,1,2,1,63,0,bad_cond,6,12
Nor Norq,70000,monolit,0,1,3,1,80,1,good_cond,9,9
Nor Norq,52000,panelayin,0,0,2,1,57,1,good_cond,1,4
Nor Norq,43000,qare,1,0,3,1,65,0,good_cond,4,4
Nor Norq,53000,kasetayin,0,0,3,2,64,1,bad_cond,5,5
Nor Norq,68000,panelayin,0,0,3,1,73,1,good_cond,2,5
Nor Norq,52000,monolit,1,0,2,1,60,1,good_cond,3,5
Nor Norq,45000,monolit,1,0,2,1,60,1,bad_cond,4,5
Nor Norq,46000,panelayin,0,1,3,1,68,0,norm_cond,5,7
Nor Norq,47000,panelayin,0,1,3,1,76,1,norm_cond,2,9
Nor Norq,50000,qare,0,0,2,1,60,1,norm_cond,5,5
Nor Norq,65000,panelayin,0,1,3,1,80,1,good_cond,6,9
Nor Norq,67000,qare,0,0,3,1,87,1,norm_cond,4,5
Nor Norq,34000,kasetayin,0,0,1,1,36,0,norm_cond,5,5
Nor Norq,75000,panelayin,0,1,4,1,101,1,norm_cond,5,9
Nor Norq,50000,qare,0,0,2,1,54,0,bad_cond,5,5
Nor Norq,63000,panelayin,0,1,3,2,77,1,good_cond,6,9
Nor Norq,41000,panelayin,0,1,1,1,54,0,norm_cond,8,9
Nor Norq,55000,kasetayin,0,0,3,1,65,1,good_cond,5,5
Nor Norq,23000,panelayin,0,1,1,1,32,0,bad_cond,1,14
Nor Norq,73000,qare,0,0,2,2,52,1,norm_cond,1,4
Nor Norq,53000,panelayin,0,1,3,1,71,0,good_cond,13,16
Nor Norq,50000,qare,0,0,2,1,61,0,good_cond,1,5
Nor Norq,57000,monolit,0,1,3,1,63,1,norm_cond,9,12
Nor Norq,42000,panelayin,0,1,1,1,50,1,good_cond,7,9
Nor Norq,65000,panelayin,0,1,3,1,80,1,norm_cond,8,9
Nor Norq,36000,kasetayin,0,0,1,1,38,0,bad_cond,4,5
Nor Norq,50000,panelayin,0,0,2,1,62,0,bad_cond,5,5
Nor Norq,50000,panelayin,0,0,2,1,62,0,bad_cond,5,5
Nor Norq,47000,qare,0,0,3,1,60,0,bad_cond,2,3
Nor Norq,45000,kasetayin,0,0,2,1,58,0,bad_cond,2,5
Nor Norq,54500,qare,0,0,2,1,58,1,good_cond,5,5
Nor Norq,65000,qare,0,0,3,1,77,2,norm_cond,3,5
Nor Norq,38500,panelayin,0,0,1,1,37,0,good_cond,5,5
Nor Norq,41000,panelayin,0,0,2,1,50,1,bad_cond,3,5
Nor Norq,61000,panelayin,0,0,3,1,64,1,norm_cond,5,5
Nor Norq,47000,kasetayin,0,0,2,2,50,1,good_cond,2,5
Nor Norq,80000,qare,0,0,4,1,101,0,bad_cond,2,5
Nor Norq,60000,panelayin,0,1,4,1,90,1,good_cond,9,9
Nor Norq,45000,panelayin,0,1,2,1,53,0,good_cond,3,9
Nor Norq,57000,qare,0,0,3,1,68,1,good_cond,1,5
Nor Norq,57000,qare,0,0,1,1,68,0,good_cond,1,5
Nor Norq,81500,qare,0,0,3,1,80,1,good_cond,3,5
Nor Norq,55000,panelayin,0,0,3,1,74,1,norm_cond,5,5
Nor Norq,37700,panelayin,0,0,2,1,53,1,good_cond,5,5
Nor Norq,42500,panelayin,0,0,2,1,57,1,norm_cond,2,5
Nor Norq,52000,monolit,0,1,3,1,64,1,good_cond,12,12
Nor Norq,72000,panelayin,0,1,3,1,78,1,norm_cond,3,9
Nor Norq,35000,qare,0,0,2,1,80,0,norm_cond,1,5
Nor Norq,26000,qare,0,1,1,1,36,0,norm_cond,7,8
Nor Norq,44000,panelayin,0,0,2,1,51,1,good_cond,4,5
Nor Norq,59000,panelayin,0,1,2,1,66,1,good_cond,9,9
Nor Norq,43000,qare,0,0,3,1,45,1,good_cond,5,5
Nor Norq,56000,panelayin,0,1,3,1,76,1,bad_cond,6,9
Nor Norq,58000,panelayin,0,1,3,1,76,1,bad_cond,9,9
Nor Norq,59000,panelayin,0,1,2,1,67,1,norm_cond,7,9
Nor Norq,62000,panelayin,0,1,3,2,84,1,bad_cond,1,9
Nor Norq,71900,qare,0,0,4,1,98,1,norm_cond,5,5
Nor Norq,66000,panelayin,0,1,3,2,80,1,good_cond,4,9
Nor Norq,66000,panelayin,0,1,3,1,80,1,good_cond,4,9
Nor Norq,43000,panelayin,0,1,1,1,46,0,norm_cond,6,9
Nor Norq,65000,panelayin,0,1,3,1,77,1,norm_cond,3,9
Nor Norq,56000,panelayin,0,1,2,1,61,0,good_cond,7,9
Nor Norq,50500,monolit,0,1,2,1,64,0,good_cond,11,12
Nor Norq,58000,panelayin,0,1,3,1,87,2,norm_cond,1,9
Nor Norq,41000,panelayin,0,0,1,1,38,1,good_cond,1,5
Nor Norq,41000,qare,0,0,1,1,48,0,bad_cond,4,5
Nor Norq,80000,monolit,1,1,4,2,89,1,good_cond,5,9
Nor Norq,80000,qare,1,1,4,2,89,1,good_cond,5,9
Nor Norq,62000,panelayin,0,1,3,1,80,1,norm_cond,9,9
Nor Norq,82000,qare,0,0,3,2,68,1,norm_cond,1,5
Nor Norq,80000,qare,1,1,3,1,104,2,norm_cond,12,14
Nor Norq,65000,panelayin,0,1,3,1,81,1,norm_cond,7,9
Nor Norq,63000,qare,0,0,4,1,80,1,norm_cond,1,5
Nor Norq,49000,qare,0,1,1,1,51,0,good_cond,2,6
Nor Norq,47500,panelayin,0,0,2,1,54,0,bad_cond,5,5
Nor Norq,80000,panelayin,0,1,4,1,92,1,good_cond,8,9
Nor Norq,34000,panelayin,0,1,1,1,56,1,norm_cond,1,9
Nor Norq,106000,monolit,1,1,3,1,83,0,good_cond,5,15
Nor Norq,62000,qare,0,0,3,1,74,1,good_cond,3,5
Nor Norq,43000,kasetayin,1,0,2,1,52,1,good_cond,2,5
Nor Norq,45000,panelayin,0,0,2,1,38,0,good_cond,5,5
Nor Norq,49000,panelayin,0,0,2,1,61,1,norm_cond,5,5
Nor Norq,38000,qare,0,0,2,1,44,0,good_cond,1,5
Nor Norq,70000,panelayin,0,1,4,1,88,0,good_cond,7,9
Nor Norq,45000,panelayin,0,0,2,2,56,1,good_cond,1,4
Nor Norq,71000,qare,0,0,4,1,94,2,norm_cond,5,5
Nor Norq,32000,qare,0,0,1,1,33,1,norm_cond,5,5
Nor Norq,61000,monolit,1,1,3,1,61,0,good_cond,4,9
Nor Norq,15000,qare,0,1,1,1,18,0,norm_cond,2,8
Nor Norq,22000,qare,0,1,1,1,20,0,good_cond,3,8
Nor Norq,55000,panelayin,0,1,3,1,100,1,norm_cond,1,9
Nor Norq,43000,kasetayin,0,0,2,1,50,0,bad_cond,5,5
Nor Norq,65000,panelayin,0,1,4,1,85,1,good_cond,5,9
Nor Norq,25000,qare,0,1,2,1,36,0,good_cond,2,9
Nor Norq,27000,qare,0,0,3,1,76,1,norm_cond,1,5
Nor Norq,56000,qare,0,0,3,1,73,0,bad_cond,1,5
Nor Norq,39000,panelayin,0,1,1,1,50,1,norm_cond,1,9
Nor Norq,58000,panelayin,0,0,2,1,57,0,good_cond,3,4
Nor Norq,58000,panelayin,0,1,3,1,78,1,norm_cond,5,9
Nor Norq,45000,panelayin,0,1,1,1,54,2,norm_cond,7,16
Nor Norq,36500,monolit,0,1,1,1,46,1,norm_cond,4,9
Nor Norq,64000,panelayin,0,1,4,1,103,1,good_cond,9,9
Nor Norq,37500,panelayin,0,1,1,1,41,1,norm_cond,11,12
Nor Norq,85000,qare,0,0,2,1,73,1,norm_cond,2,2
Nor Norq,60000,qare,0,0,3,1,80,0,norm_cond,1,5
Nor Norq,56000,monolit,0,1,3,2,106,1,good_cond,16,16
Nor Norq,45000,panelayin,0,0,2,1,65,0,good_cond,1,4
Nor Norq,49500,panelayin,0,1,2,1,58,1,norm_cond,8,9
Nor Norq,50000,panelayin,0,1,2,1,54,1,good_cond,8,9
Nor Norq,50000,panelayin,0,1,2,1,54,1,good_cond,8,9
Nor Norq,43000,panelayin,0,1,2,1,64,1,good_cond,9,16
Nor Norq,76000,monolit,0,1,3,1,93,0,norm_cond,7,16
Nor Norq,75000,kasetayin,0,0,4,1,88,0,good_cond,2,5
Nor Norq,35000,panelayin,0,0,1,1,38,0,good_cond,2,5
Nor Norq,58000,panelayin,0,1,3,1,97,2,norm_cond,9,9
Nor Norq,37000,panelayin,0,0,1,1,33,1,good_cond,3,5
Nor Norq,90000,monolit,0,1,3,1,95,0,bad_cond,6,15
Nor Norq,58000,qare,0,1,3,1,64,0,bad_cond,1,6
Nor Norq,40000,panelayin,0,1,1,1,50,0,good_cond,9,9
Nor Norq,75000,qare,0,1,3,1,70,0,bad_cond,6,9
Nor Norq,44000,panelayin,0,1,2,1,54,1,good_cond,7,9
Nor Norq,53000,panelayin,0,1,3,1,80,1,good_cond,8,9
Nor Norq,63000,monolit,1,1,2,1,65,1,bad_cond,2,16
Nor Norq,54000,monolit,1,1,2,1,56,0,bad_cond,2,16
Nor Norq,79000,qare,0,0,3,1,90,1,good_cond,3,5
Nor Norq,62000,qare,1,0,4,1,68,1,good_cond,3,3
Nor Norq,58000,panelayin,0,1,3,1,83,1,good_cond,10,16
Nor Norq,43000,panelayin,0,0,2,1,51,0,norm_cond,1,5
Nor Norq,52000,panelayin,0,1,3,1,76,0,bad_cond,2,9
Nor Norq,81000,panelayin,0,1,3,1,97,2,good_cond,7,9
Nor Norq,53000,qare,0,0,2,1,58,1,good_cond,3,5
Nor Norq,66000,qare,0,0,4,1,70,0,good_cond,2,5
Nor Norq,45000,kasetayin,0,0,3,1,56,0,bad_cond,1,4
Nor Norq,49000,qare,0,0,2,1,66,2,norm_cond,2,4
Nor Norq,62000,kasetayin,0,0,3,1,52,0,good_cond,3,5
Nor Norq,63000,panelayin,0,1,3,1,77,0,bad_cond,4,9
Nor Norq,45000,kasetayin,0,0,3,1,67,1,bad_cond,1,5
Nor Norq,63000,panelayin,0,1,3,2,78,1,norm_cond,2,9
Nor Norq,40000,qare,0,0,1,1,44,1,norm_cond,1,5
Nor Norq,100000,qare,0,0,4,1,141,2,good_cond,1,5
Nor Norq,60000,panelayin,0,1,4,2,117,0,good_cond,1,9
Nor Norq,120000,qare,0,0,4,1,92,1,good_cond,4,5
Nor Norq,46000,panelayin,0,1,3,1,67,1,good_cond,6,9
Nor Norq,65000,monolit,0,1,2,1,71,0,bad_cond,4,10
Nor Norq,120000,panelayin,0,1,4,2,100,0,good_cond,4,9
Nor Norq,70000,panelayin,0,1,4,1,94,1,bad_cond,9,16
Nor Norq,50000,panelayin,0,0,3,1,73,1,norm_cond,4,5
Nor Norq,41000,panelayin,0,1,1,1,54,0,norm_cond,8,9
Nor Norq,60000,qare,0,0,4,2,78,1,norm_cond,1,5
Nor Norq,66000,monolit,1,1,3,1,86,1,norm_cond,2,10
Nor Norq,64999,panelayin,0,1,3,2,80,1,good_cond,6,9
Nor Norq,57000,panelayin,0,1,3,1,77,1,good_cond,6,9
Nor Norq,65000,panelayin,0,1,4,1,80,0,good_cond,7,9
Nor Norq,58500,panelayin,0,0,3,1,74,0,bad_cond,1,5
Nor Norq,58500,panelayin,0,0,3,1,74,0,bad_cond,1,5
Nor Norq,150000,qare,0,1,4,1,130,0,bad_cond,4,8
Nor Norq,55000,panelayin,0,0,3,1,75,0,bad_cond,4,4
Nor Norq,54000,panelayin,0,0,3,1,65,0,bad_cond,5,5
Nor Norq,35000,panelayin,0,1,1,1,34,1,norm_cond,1,9
Nor Norq,60000,qare,0,0,4,1,85,2,bad_cond,5,5
Nor Norq,51000,panelayin,0,1,2,1,67,1,norm_cond,4,9
Nor Norq,82000,monolit,1,1,3,1,70,0,good_cond,2,7
Nor Norq,48000,panelayin,0,1,2,1,44,0,good_cond,9,9
Nor Norq,55000,panelayin,0,1,2,1,68,1,norm_cond,3,9
Nor Norq,42000,panelayin,0,1,2,1,46,0,bad_cond,1,16
Nor Norq,49000,qare,0,0,2,1,42,0,good_cond,2,5
Nor Norq,45000,qare,0,0,2,1,63,1,bad_cond,4,5
Nor Norq,48000,panelayin,0,1,2,1,64,1,norm_cond,5,9
Nor Norq,62000,panelayin,0,1,4,1,90,2,norm_cond,2,9
Nor Norq,85000,qare,0,0,4,1,98,2,norm_cond,4,5
Nor Norq,73000,panelayin,0,1,3,1,78,1,good_cond,1,9
Nor Norq,62000,panelayin,0,1,3,1,83,1,norm_cond,1,14
Nor Norq,55000,panelayin,0,1,2,1,64,1,norm_cond,6,12
Nor Norq,53000,panelayin,0,1,3,1,76,1,norm_cond,4,9
Nor Norq,49000,qare,0,0,2,1,64,1,norm_cond,4,5
Nor Norq,38500,panelayin,0,0,1,1,37,0,good_cond,5,5
Nor Norq,36000,panelayin,0,1,1,1,40,1,norm_cond,12,12
Nor Norq,54000,panelayin,0,0,3,1,74,0,good_cond,4,5
Nor Norq,53000,panelayin,0,1,3,1,80,1,good_cond,8,9
Nor Norq,95000,panelayin,0,1,4,1,122,1,good_cond,2,14
Nor Norq,72000,monolit,1,1,3,1,70,1,good_cond,8,8
Nor Norq,51000,qare,0,0,2,1,55,1,norm_cond,5,5
Nor Norq,35000,monolit,0,1,1,1,39,0,bad_cond,8,12
Nor Norq,50000,panelayin,0,1,3,1,73,0,bad_cond,11,16
Nor Norq,44000,panelayin,0,0,2,1,52,0,good_cond,4,5
Nor Norq,63000,panelayin,0,0,2,1,60,1,good_cond,5,5
Nor Norq,53000,qare,0,0,2,1,58,1,norm_cond,4,5
Nor Norq,48000,qare,0,0,2,1,58,1,norm_cond,4,5
Nor Norq,11000,panelayin,0,1,1,1,18,0,bad_cond,5,8
Nor Norq,40000,panelayin,0,1,1,1,50,0,bad_cond,1,9
Nor Norq,38900,panelayin,0,1,2,1,43,1,good_cond,8,9
Nor Norq,59000,panelayin,0,0,3,1,56,0,good_cond,1,4
Nor Norq,65000,qare,0,0,3,1,74,2,norm_cond,5,5
Nor Norq,56000,panelayin,0,1,3,1,84,1,norm_cond,8,16
Nor Norq,135000,qare,1,1,5,2,148,2,good_cond,6,7
Nor Norq,62000,panelayin,0,1,2,1,59,1,good_cond,9,9
Nor Norq,65000,panelayin,0,1,2,1,62,0,bad_cond,2,12
Nor Norq,12500,qare,0,1,1,1,17,1,good_cond,8,8
Nor Norq,57000,panelayin,0,1,3,2,80,2,good_cond,1,9
Nor Norq,55000,panelayin,0,1,3,1,72,0,bad_cond,1,9
Nor Norq,48000,panelayin,0,1,2,1,58,1,norm_cond,5,12
Nor Norq,49000,qare,0,0,3,1,76,2,norm_cond,5,5
Nor Norq,60000,panelayin,0,1,3,1,76,1,good_cond,6,9
Nor Norq,48000,panelayin,0,1,3,3,78,2,norm_cond,2,9
Nor Norq,38000,qare,0,0,1,1,48,1,norm_cond,1,5
Nor Norq,28000,panelayin,0,1,2,1,34,0,norm_cond,5,8
Nor Norq,55000,qare,0,0,3,1,67,1,norm_cond,1,5
Nor Norq,80000,qare,0,0,3,1,78,2,good_cond,3,5
Nor Norq,60000,panelayin,1,1,2,1,71,1,norm_cond,1,10
Nor Norq,60000,qare,0,0,3,1,78,1,norm_cond,1,5
Nor Norq,58000,panelayin,0,1,3,1,97,2,norm_cond,9,9
Nor Norq,49000,qare,0,0,2,1,50,1,norm_cond,5,5
Nor Norq,49000,panelayin,0,1,3,1,76,2,norm_cond,8,9
Nor Norq,65000,qare,0,0,3,1,78,1,good_cond,1,5
Nor Norq,38000,panelayin,0,1,2,2,67,1,norm_cond,2,9
Nor Norq,53000,qare,0,0,2,1,58,1,norm_cond,2,5
Nor Norq,55000,panelayin,0,1,3,1,79,1,norm_cond,4,9
Nor Norq,56000,panelayin,0,1,2,1,63,0,good_cond,2,12
Nor Norq,50000,kasetayin,0,0,2,1,49,0,bad_cond,5,5
Nor Norq,62000,kasetayin,0,0,5,2,110,1,good_cond,5,5
Nor Norq,53000,qare,0,0,3,2,73,0,norm_cond,4,5
Nor Norq,46000,panelayin,0,1,4,1,92,1,bad_cond,5,9
Nor Norq,67999,panelayin,0,1,2,1,66,1,good_cond,7,9
Nor Norq,180000,monolit,0,0,5,1,173,0,bad_cond,2,4
Nor Norq,170000,monolit,0,0,4,1,145,0,bad_cond,1,4
Nor Norq,70000,panelayin,0,0,3,1,80,1,good_cond,5,5
Nor Norq,40000,qare,0,0,2,1,44,1,norm_cond,1,5
Nor Norq,65900,panelayin,0,1,4,1,90,0,bad_cond,2,9
Nor Norq,54000,qare,0,0,2,1,54,1,good_cond,5,5
Nor Norq,158000,qare,0,0,3,2,86,0,good_cond,1,4
Nor Norq,47000,panelayin,0,1,2,1,65,1,norm_cond,5,9
Nor Norq,48000,kasetayin,0,0,3,1,66,1,bad_cond,1,5
Nor Norq,67000,qare,0,1,2,1,78,1,norm_cond,2,6
Nor Norq,75000,panelayin,0,0,3,1,74,1,good_cond,1,5
Nor Norq,180000,monolit,0,1,4,2,153,1,good_cond,5,10
Nor Norq,78000,panelayin,0,1,3,1,78,1,good_cond,5,12
Nor Norq,44000,panelayin,0,0,2,1,58,1,good_cond,3,5
Nor Norq,35000,panelayin,1,1,1,1,43,1,norm_cond,6,9
Nor Norq,73500,qare,0,0,3,2,75,1,good_cond,4,5
Nor Norq,65000,panelayin,0,1,4,1,110,2,norm_cond,5,9
Nor Norq,35000,qare,0,0,1,1,33,1,norm_cond,2,5
Nor Norq,41000,qare,0,1,3,1,72,0,norm_cond,8,8
Nor Norq,65000,panelayin,0,1,3,1,63,1,good_cond,5,12
Nor Norq,57000,qare,0,0,2,1,57,1,good_cond,2,5
Nor Norq,47000,panelayin,0,1,1,2,54,1,good_cond,3,9
Nor Norq,62000,panelayin,0,0,3,1,78,0,good_cond,4,5
Nor Norq,76000,monolit,0,1,3,1,93,1,norm_cond,7,16
Nor Norq,63000,panelayin,0,1,4,1,123,1,norm_cond,15,16
Nor Norq,49000,panelayin,0,1,2,1,60,1,good_cond,4,9
Nor Norq,63500,qare,0,0,3,1,74,1,good_cond,3,5
Nor Norq,43000,panelayin,0,1,3,1,78,0,bad_cond,9,9
Nor Norq,60500,panelayin,0,1,3,2,78,1,good_cond,2,9
Nor Norq,77000,qare,0,0,4,1,108,2,norm_cond,2,5
Nor Norq,36000,panelayin,0,1,1,1,46,1,norm_cond,6,9
Nor Norq,59000,panelayin,0,1,3,1,60,1,good_cond,4,9
Nor Norq,61000,panelayin,0,1,3,1,80,0,bad_cond,3,16
Nor Norq,65000,panelayin,0,1,3,1,80,0,bad_cond,3,16
Nor Norq,50000,panelayin,0,1,2,1,72,1,good_cond,7,16
Nor Norq,45000,monolit,0,1,3,1,84,0,bad_cond,7,9
Nor Norq,57000,panelayin,0,1,3,1,42,1,good_cond,6,9
Nor Norq,72000,monolit,0,1,3,1,87,1,good_cond,12,12
Nor Norq,47000,kasetayin,0,0,3,1,66,0,norm_cond,4,5
Nor Norq,51000,qare,0,0,2,1,48,0,good_cond,3,5
Nor Norq,65000,panelayin,0,1,3,1,76,1,norm_cond,2,9
Nor Norq,82000,monolit,0,1,3,1,64,0,bad_cond,13,16
Nor Norq,64500,panelayin,0,1,3,1,77,1,good_cond,2,9
Nor Norq,68000,panelayin,0,1,3,1,60,0,good_cond,4,12
Nor Norq,44000,panelayin,0,0,2,1,50,0,bad_cond,5,5
Nor Norq,58000,panelayin,0,1,4,1,90,2,norm_cond,9,9
Nor Norq,110000,qare,0,0,4,1,100,0,bad_cond,5,5
Nor Norq,66000,qare,0,0,3,1,69,0,good_cond,2,5
Nor Norq,14800,qare,0,1,1,1,18,0,good_cond,3,8
Nor Norq,48000,kasetayin,0,0,3,1,66,1,norm_cond,1,4
Nor Norq,45000,kasetayin,0,1,3,1,85,1,norm_cond,1,9
Nor Norq,45000,panelayin,0,1,3,1,80,1,norm_cond,1,9
Nor Norq,38000,qare,0,0,2,1,45,1,bad_cond,5,5
Nor Norq,64000,panelayin,0,0,2,2,61,1,good_cond,2,5
Nor Norq,16000,panelayin,0,1,1,1,19,0,good_cond,6,8
Nor Norq,78000,monolit,0,1,3,1,70,0,bad_cond,8,8
Nor Norq,78000,monolit,0,1,3,1,70,0,bad_cond,8,8
Nor Norq,56000,qare,0,0,3,1,78,1,bad_cond,5,5
Nor Norq,50000,panelayin,0,1,3,1,70,0,bad_cond,1,9
Nor Norq,19000,qare,0,0,2,1,30,0,bad_cond,2,3
Nor Norq,62000,panelayin,0,1,4,1,98,1,norm_cond,5,9
Nor Norq,42000,panelayin,0,1,2,2,64,1,norm_cond,14,16
Nor Norq,46000,panelayin,0,1,2,1,64,2,norm_cond,9,16
Nor Norq,60000,monolit,0,1,2,1,64,0,norm_cond,9,12
Nor Norq,65000,panelayin,0,1,3,2,74,1,good_cond,1,9
Nor Norq,55000,qare,0,1,3,1,92,0,bad_cond,1,12
Nor Norq,80000,panelayin,0,0,3,1,85,0,bad_cond,5,5
Nor Norq,65000,panelayin,0,1,3,1,98,0,good_cond,5,9
Nor Norq,75000,panelayin,0,1,3,1,150,0,bad_cond,1,9
Nor Norq,59000,panelayin,0,1,3,1,97,1,norm_cond,3,12
Nor Norq,68000,panelayin,0,1,3,1,78,2,good_cond,7,9
Nor Norq,67000,panelayin,0,0,3,1,75,1,good_cond,4,5
Nor Norq,78000,qare,0,0,3,1,72,1,good_cond,2,5
Nor Norq,55000,kasetayin,0,0,3,1,67,1,good_cond,1,5
Nor Norq,33000,qare,0,0,1,1,30,0,norm_cond,1,5
Nor Norq,25000,qare,1,0,2,1,30,1,good_cond,1,5
Nor Norq,54000,panelayin,0,1,3,1,80,1,norm_cond,2,9
Nor Norq,50000,panelayin,0,1,3,1,74,2,norm_cond,3,9
Nor Norq,14300,qare,0,1,1,1,18,0,norm_cond,3,8
Nor Norq,30000,qare,0,1,2,1,38,0,bad_cond,5,6
Nor Norq,65000,panelayin,0,1,3,1,76,1,good_cond,1,9
Nor Norq,35000,panelayin,0,0,1,1,37,1,bad_cond,1,5
Nor Norq,51000,qare,0,0,2,1,51,0,good_cond,3,5
Nor Norq,38000,monolit,0,1,1,1,42,0,bad_cond,11,12
Nor Norq,52000,panelayin,0,0,2,1,57,0,good_cond,1,4
Nor Norq,85000,qare,0,0,3,1,97,2,bad_cond,2,5
Nor Norq,68000,panelayin,0,0,3,1,61,0,good_cond,5,5
Nor Norq,81000,panelayin,0,1,3,1,97,2,good_cond,7,9
Nor Norq,53000,panelayin,0,1,3,1,80,1,bad_cond,6,9
Nor Norq,53000,panelayin,0,1,3,2,87,0,norm_cond,11,16
Nor Norq,22000,panelayin,0,1,1,1,36,0,bad_cond,8,8
Nor Norq,47000,panelayin,0,0,2,1,50,0,bad_cond,2,5
Nor Norq,95000,monolit,0,1,4,1,94,0,good_cond,8,12
Nor Norq,50000,panelayin,0,1,2,2,72,2,norm_cond,7,16
Nor Norq,57000,panelayin,0,1,3,1,80,1,good_cond,8,9
Nor Norq,63000,qare,0,0,3,1,85,1,norm_cond,3,5
Nor Norq,76000,monolit,0,1,2,1,63,0,bad_cond,8,12
Nor Norq,72000,monolit,0,1,2,1,63,0,bad_cond,8,12
Nor Norq,39000,monolit,0,1,1,1,42,1,good_cond,9,12
Nor Norq,64000,panelayin,0,1,4,1,102,1,good_cond,9,9
Nor Norq,57000,monolit,0,0,3,1,52,1,good_cond,2,5
Nor Norq,46000,panelayin,0,0,2,1,53,1,good_cond,4,5
Nor Norq,60000,qare,0,0,2,1,57,2,good_cond,2,5
Nor Norq,36000,panelayin,0,1,2,1,50,1,good_cond,9,9
Nor Norq,95000,monolit,0,1,3,1,85,0,bad_cond,7,12
Nor Norq,60000,panelayin,1,1,3,1,70,1,norm_cond,4,10
Nor Norq,55000,panelayin,0,1,3,1,84,0,bad_cond,7,9
Nor Norq,55000,kasetayin,0,0,2,1,54,0,good_cond,5,5
Nor Norq,43000,qare,0,0,2,1,46,1,good_cond,3,5
Nor Norq,65000,panelayin,0,1,3,1,65,1,norm_cond,8,12
Nor Norq,52000,panelayin,0,1,4,1,97,1,good_cond,9,9
Nor Norq,14000,qare,0,1,1,1,18,1,good_cond,5,8
Nor Norq,43000,panelayin,0,0,2,1,65,0,bad_cond,1,4
Nor Norq,65000,panelayin,0,1,3,1,80,1,norm_cond,5,9
Nor Norq,13500,qare,0,1,1,1,18,1,norm_cond,8,8
Nor Norq,56000,qare,0,0,3,1,58,2,good_cond,5,5
Nor Norq,63000,monolit,0,1,3,1,87,1,norm_cond,10,12
Nor Norq,65000,monolit,0,1,2,1,61,1,norm_cond,5,12
Nor Norq,58500,panelayin,0,1,3,2,65,1,good_cond,4,9
Nor Norq,120000,panelayin,0,1,3,2,73,0,good_cond,7,9
Nor Norq,59000,qare,0,0,3,1,86,1,norm_cond,1,5
Nor Norq,65000,panelayin,0,1,3,1,75,0,good_cond,5,9
Nor Norq,69500,qare,0,1,3,1,61,0,good_cond,3,9
Nor Norq,34500,kasetayin,0,0,2,1,32,1,good_cond,4,4
Nor Norq,65000,qare,0,0,2,1,58,0,good_cond,4,5
Nor Norq,125000,qare,0,1,2,1,70,0,bad_cond,12,16
Nor Norq,60000,qare,0,0,2,1,68,0,bad_cond,4,5
Nor Norq,62000,panelayin,0,1,3,1,75,0,good_cond,1,9
Nor Norq,40000,qare,0,0,1,1,48,1,norm_cond,5,5
Nor Norq,50000,panelayin,0,1,2,1,67,0,bad_cond,8,9
Nor Norq,88000,panelayin,0,1,4,1,100,1,good_cond,7,9
Nor Norq,60000,qare,0,0,3,2,63,1,good_cond,4,5
Nor Norq,35000,panelayin,0,0,1,1,30,0,bad_cond,1,4
Nor Norq,49000,monolit,0,1,3,1,60,0,norm_cond,12,12
Nor Norq,13000,qare,0,1,1,1,17,0,bad_cond,5,8
Nor Norq,70000,panelayin,0,1,3,1,60,1,good_cond,5,9
Nor Norq,81000,monolit,0,1,3,1,74,0,bad_cond,11,16
Nor Norq,50000,panelayin,0,0,2,1,65,1,good_cond,5,5
Nor Norq,60000,monolit,1,1,2,1,44,2,good_cond,6,9
Nor Norq,80000,panelayin,0,1,3,2,82,1,good_cond,1,9
Nor Norq,76000,panelayin,0,1,3,1,69,1,good_cond,4,9
Nor Norq,67500,qare,0,0,3,1,68,1,norm_cond,2,5
Nor Norq,55000,panelayin,0,0,3,1,74,1,norm_cond,4,5
Nor Norq,45000,panelayin,0,0,2,1,51,1,bad_cond,4,5
Nor Norq,73000,monolit,1,1,2,1,63,1,bad_cond,8,15
Nor Norq,155000,monolit,1,0,3,2,82,1,good_cond,1,3
Nor Norq,65000,monolit,0,1,3,1,75,1,good_cond,6,16
Nor Norq,45000,qare,0,0,2,1,62,0,bad_cond,5,5
Nor Norq,55000,panelayin,1,0,2,3,57,1,good_cond,4,5
Nor Norq,70000,panelayin,1,1,3,1,80,2,good_cond,1,9
Nor Norq,73000,panelayin,0,1,4,1,82,1,good_cond,5,9
Nor Norq,61500,monolit,1,1,2,1,59,0,good_cond,3,9
Nor Norq,62000,panelayin,0,1,3,1,80,0,bad_cond,2,9
Nor Norq,50000,qare,0,0,2,1,50,0,norm_cond,4,5
Nor Norq,38000,panelayin,0,1,3,1,53,0,bad_cond,1,7
Nor Norq,65000,qare,0,0,3,1,77,0,bad_cond,1,5
Nor Norq,40000,panelayin,0,1,1,1,45,0,good_cond,2,9
Nor Norq,80000,qare,0,0,3,1,73,0,good_cond,1,5
